"﻿""id""","chapter","section","content"
"736904","PHỤ LỤC 6 Danh mục các học phần tiếng Anh và chuẩn yêu cầu đối với các chương trình đào tạo hợp tác quốc tế (IEP) có ngoại ngữ chính là TIẾNG ANH","2. Yêu cầu chuẩn tiếng Anh theo số tín chỉ tích lũy và chuẩn đầu ra (không áp dụng đối với chương trình hợp tác với Đại học TROY ở Hoa Kỳ)","Sinh viên tích lũy từ 32 tín chỉ cần đạt một trong các điều kiện sau: đạt điểm IELTS 4.5 hoặc tương đương, hoặc hoàn thành tất cả các học phần tiếng Anh có số thứ tự từ 1 đến 7 trong Danh mục các học phần tiếng Anh yêu cầu Phụ lục 6.
Sinh viên tích lũy từ 64 tín chỉ cần đạt một trong các điều kiện sau: đạt điểm IELTS 5.5 hoặc tương đương, hoặc hoàn thành tất cả các học phần tiếng Anh có số thứ tự từ 1 đến 9 trong Danh mục các học phần tiếng Anh yêu cầu ở Phụ lục 6.
Điều kiện để được xét nhận đồ án hoặc khóa luận tốt nghiệp là đạt IELTS 5.5 quốc tế.
Điều kiện khi xét tốt nghiệp là đạt IELTS 5.5 quốc tế"
"063915","PHỤ LỤC 6 Danh mục các học phần tiếng Anh và chuẩn yêu cầu đối với các chương trình đào tạo hợp tác quốc tế (IEP) có ngoại ngữ chính là TIẾNG ANH","3. Yêu cầu chuẩn tiếng Anh đối với chương trình đào tạo hợp tác với Đại học TROY ở Hoa Kỳ","Sinh viên thuộc chương trình đào tạo hợp tác với Đại học TROY cần đạt tối thiểu IELTS 4.5 quốc tế hoặc kết quả thi nội bộ đầu khóa tương đương để đủ điều kiện đầu khóa học.
Sinh viên tích lũy từ 32 tín chỉ trở lên cần đạt tối thiểu IELTS 5.5 quốc tế hoặc TOEFL iBT 61; không xét các chứng chỉ khác.."
"538719","PHỤ LỤC 7 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo PFIEV và đào tạo tiên tiến có ngoại ngữ chính là tiếng Pháp","1. Danh mục các học phần tiếng Pháp yêu cầu đối với chương trình đào tạo chất lương cao PFIEV","Học phần FL1401 – Tiếng Pháp KSCLC 1 – có thời lượng 3(2-0-2-6), có tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF A1 trở lên hoặc tương đương.
Học phần FL1402 – Tiếng Pháp KSCLC 2 – có thời lượng 3(2-0-2-6), có tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF A1 trở lên hoặc tương đương.
Học phần FL1501 – Tiếng Pháp KSCLC 3A – có thời lượng 3(2-0-2-6), có tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF A2 trở lên hoặc tương đương.
Học phần FL1502 – Tiếng Pháp KSCLC 3B – có thời lượng 3(2-0-2-6), có tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF A2 trở lên hoặc tương đương.
Học phần FL1404 – Tiếng Pháp KSCLC 4 – có thời lượng 2(2-1-0-4), có tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF B1 trở lên hoặc tương đương.
Học phần FL1405 – Tiếng Pháp KSCLC 5 – có thời lượng 2(2-1-0-4), có tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF B1 trở lên hoặc tương đương."
"957312","PHỤ LỤC 7 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo PFIEV và đào tạo tiên tiến có ngoại ngữ chính là tiếng Pháp","2. Danh mục các học phần tiếng Pháp yêu cầu đối với chương trình đào tạo tiên tiến Công nghệ thông tin Việt – Pháp","Học phần FL1601 – Tiếng Pháp VP 1 – có thời lượng 3(1-4-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF A1 trở lên hoặc tương đương.
Học phần FL1602 – Tiếng Pháp VP 2 – có thời lượng 2(1-2-0-4), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF A1 trở lên hoặc tương đương.
Học phần FL1603 – Tiếng Pháp VP 3 – có thời lượng 3(2-0-4-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF A1 trở lên hoặc tương đương.
Học phần FL1604 – Tiếng Pháp VP 4 – có thời lượng 4(2-4-0-8), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF A2 trở lên hoặc tương đương.
Học phần FL1605 – Tiếng Pháp VP 5 – có thời lượng 3(2-0-4-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF A2 trở lên hoặc tương đương.
Học phần FL1606 – Tiếng Pháp VP 6 – có thời lượng 3(1-4-0-6), có tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF B1 trở lên hoặc tương đương.
Học phần FL1607 – Tiếng Pháp VP 7 – có thời lượng 1(1-0-1-4), có tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF B1 trở lên hoặc tương đương.
Học phần FL1608 – Tiếng Pháp VP 8 – có thời lượng 1(1-0-1-4), có tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF B1 trở lên hoặc tương đương.
Học phần FL1609 – Tiếng Pháp VP 9 – có thời lượng 1(1-1-0-4), có tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Pháp từ DELF B1 trở lên hoặc tương đương."
"369147","PHỤ LỤC 7 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo PFIEV và đào tạo tiên tiến có ngoại ngữ chính là tiếng Pháp","3. Yêu cầu chuẩn tiếng Pháp với các chương trình đào tạo tiên tiến và đào tạo chất lượng cao sử dụng ngoại ngữ chính là tiếng Pháp","Sinh viên chương trình PFIEV tích lũy từ 32 tín chỉ cần đạt trình độ từ DELF A1 hoặc đạt các học phần Tiếng Pháp KSCLC 1.
Sinh viên chương trình PFIEV tích lũy từ 64 tín chỉ cần đạt trình độ từ DELF A2 hoặc đạt các học phần Tiếng Pháp KSCLC 1, Tiếng Pháp KSCLC 2, Tiếng Pháp KSCLC 3A, Tiếng Pháp KSCLC 3B; sinh viên chương trình CNTT Việt – Pháp cần đạt trình độ từ DELF A2 hoặc đạt các học phần Tiếng Pháp VP 1
Sinh viên chương trình PFIEV tích lũy từ 96 tín chỉ cần đạt trình độ từ DELF B1 hoặc đạt các học phần Tiếng Pháp KSCLC 1, Tiếng Pháp KSCLC 2, Tiếng Pháp KSCLC 3A, Tiếng Pháp KSCLC 3B
Điều kiện xét nhận Đồ án tốt nghiệp/khóa luận tốt nghiệp đối với chương trình PFIEV và chương trình CNTT Việt - Pháp là đạt trình độ DELF B1 và TOEIC 500.
Điều kiện xét tốt nghiệp đối với chương trình PFIEV là đạt trình độ DELF B1 và TOEIC 600 và chương trình CNTT Việt - Pháp là đạt trình độ DELF B1 và TOEIC 500."
"879653","PHỤ LỤC 7 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo PFIEV và đào tạo tiên tiến có ngoại ngữ chính là tiếng Pháp","4. Bảng quy đổi tương đương các chứng chỉ tiếng Pháp","Chứng chỉ DELF A1 tương đương với điểm TCF từ 101 đến 199.
Chứng chỉ DELF A2 tương đương với điểm TCF từ 200 đến 299.
Chứng chỉ DELF B1 tương đương với điểm TCF từ 300 đến 399.
Chứng chỉ DELF B2 tương đương với điểm TCF từ 400 đến 499.
Chứng chỉ DELF C1 tương đương với điểm TCF từ 500 đến 599.
Chứng chỉ DELF C2 tương đương với điểm TCF từ 600 đến 699."
"493062","PHỤ LỤC 8 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo có ngoại ngữ chính là TIẾNG ĐỨC","1. Danh mục các học phần yêu cầu với các chương trình đào tạo sử dụng ngoại ngữ chính là tiếng Đức","Học phần QT0514 – Tiếng Đức 1 – có thời lượng 8(4-8-0-16), có tính 4 tín chỉ trong chương trình đào tạo, được miễn học với trình độ Goethe-Zertifikat từ A1 hoặc tương đương.
Học phần QT0524 – Tiếng Đức 2 – có thời lượng 6(5-2-0-12), có tính 3 tín chỉ trong chương trình đào tạo, được miễn học với trình độ Goethe-Zertifikat từ A2 hoặc tương đương.
Học phần QT0534 – Tiếng Đức 3 – có thời lượng 6(5-2-0-12), có tính 3 tín chỉ trong chương trình đào tạo, được miễn học với trình độ Goethe-Zertifikat từ A2 hoặc tương đương.
Học phần QT1514 – Tiếng Đức 4 – có thời lượng 6(5-2-0-12), có tính 3 tín chỉ trong chương trình đào tạo, được miễn học với trình độ Goethe-Zertifikat từ B1 hoặc tương đương.
Học phần QT1524 – Tiếng Đức 5 – có thời lượng 6(5-2-0-12), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ Goethe-Zertifikat từ B1 hoặc tương đương.
Học phần QT1528 – Tiếng Đức 6 – có thời lượng 6(4-4-0-12), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ Goethe-Zertifikat từ B2 hoặc tương đương.
Học phần QT1529 – Tiếng Đức 7 – có thời lượng 6(4-4-0-12), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ Goethe-Zertifikat từ B2 hoặc tương đương.
Học phần QT1524 Tiếng Đức 5: chỉ dành cho các sinh viên học chuyển tiếp sang Đức theo chương trình Kỹ thuật Điện tử - Viễn thông, hợp tác với ĐH Leibniz Hannover.
Học phần QT1524 Tiếng Đức 5, QT1528 Tiếng Đức 6, QT1529 Tiếng Đức 7: chỉ dành cho các sinh viên học chuyển tiếp sang Đức theo chương trình Kỹ thuật Cơ điện tử, hợp tác với ĐH Leibniz Hannover."
"102346","PHỤ LỤC 8 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo có ngoại ngữ chính là TIẾNG ĐỨC","2. Yêu cầu chuẩn tiếng Đức với các chương trình đào tạo sử dụng ngoại ngữ chính là tiếng Đức","Sinh viên tích lũy từ 32 tín chỉ cần đạt chứng chỉ Goethe-Zertifikat A2 hoặc tương đương (theo Bảng quy đổi 8.3), hoặc hoàn thành các học phần số thứ tự 1 và 2 trong Bảng 8.1.
Sinh viên tích lũy từ 64 tín chỉ cần đạt chứng chỉ Goethe-Zertifikat B1 hoặc tương đương (theo Bảng quy đổi các chứng chỉ tiếng Đức ở Phụ lục 8), hoặc hoàn thành các học phần số thứ tự 1 đến 4 trong Danh mục các học phần ở Phụ lục 8.
Điều kiện để được xét nhận đồ án hoặc khóa luận tốt nghiệp là đạt trình độ Goethe-Zertifikat B1 hoặc tương đương (theo Bảng quy đổi các chứng chỉ tiếng Đức ở Phụ lục 8), hoặc hoàn thành các học phần số thứ tự 1 đến 4 trong Danh mục các học phần ở Phụ lục 8.
Điều kiện để được xét tốt nghiệp là đạt trình độ Goethe-Zertifikat B1 hoặc tương đương (theo Bảng quy đổi các chứng chỉ tiếng Đức ở Phụ lục 8), hoặc hoàn thành các học phần số thứ tự 1 đến 4 trong Danh mục các học phần ở Phụ lục 8."
"642805","PHỤ LỤC 8 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo có ngoại ngữ chính là TIẾNG ĐỨC","3. Bảng quy đổi tương đương các chứng chỉ tiếng Đức","Chứng chỉ Goethe-Zertifikat A1 tương đương với trình độ A1 của TELC, ÖSD hoặc HUSTGC.
Chứng chỉ Goethe-Zertifikat A2 tương đương với chứng chỉ DSD1 và trình độ A2 của TELC, ÖSD hoặc HUSTGC.
Chứng chỉ Goethe-Zertifikat B1 tương đương với chứng chỉ DSD1 và trình độ B1 của TELC, ÖSD hoặc HUSTGC.
Chứng chỉ Goethe-Zertifikat B2 gồm B2.1 tương đương với TDN3 và Goethe-Zertifikat B2.2 tương đương với TDN4 trong hệ thống TestDaF và Goethe-Zertifikat B2 tương đương với chứng chỉ DSD2 hoặc trình độ B2 của TELC, ÖSD hoặc HUSTGC.
Chứng chỉ Goethe-Zertifikat C1 tương đương với TDN5 trong hệ thống TestDaF, DSD2 và trình độ C1 của TELC, ÖSD hoặc HUSTGC.
Chứng chỉ Goethe-Zertifikat C2 tương đương với trình độ C2 của TELC, ÖSD hoặc HUSTGC."
"215798","PHỤ LỤC 9 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo có ngoại ngữ chính là TIẾNG NHẬT","1. Danh mục các học phần tiếng Nhật yêu cầu với chương trình Cơ điện tử (hợp tác với ĐH Nagaoka - NUT)","Học phần QT0113 – Tiếng Nhật I – có thời lượng 5(0-10-0-10), có tính 3 tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Nhật từ N5 trở lên.
Học phần QT0123 – Tiếng Nhật II – có thời lượng 5(0-10-0-10), có tính 3 tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Nhật từ N4 trở lên.
Học phần QT1113 – Tiếng Nhật III – có thời lượng 5(0-10-0-10), có tính 3 tín chỉ trong chương trình đào tạo, không được miễn học ở bất kỳ mức chứng chỉ nào, Học phần bắt buộc, định hướng kỹ thuật.
Học phần QT1123 – Tiếng Nhật IV – có thời lượng 5(0-10-0-10), có tính 3 tín chỉ trong chương trình đào tạo, không được miễn học ở bất kỳ mức chứng chỉ nào, Học phần bắt buộc, định hướng kỹ thuật.
Học phần QT0112 – Tiếng Nhật I (hệ chuyển tiếp) – có thời lượng 9(0-18-0-18), có tính 3 tín chỉ, không được miễn học ở bất kỳ mức chứng chỉ nào.
Học phần QT0122 – Tiếng Nhật II (hệ chuyển tiếp) – có thời lượng 9(0-18-0-18), có tính 3 tín chỉ, không được miễn học ở bất kỳ mức chứng chỉ nào.
Học phần QT1112 – Tiếng Nhật III (hệ chuyển tiếp) – có thời lượng 9(0-18-0-18), có tính 3 tín chỉ, không được miễn học ở bất kỳ mức chứng chỉ nào, Học phần bắt buộc, định hướng kỹ thuật.
Học phần QT1122 – Tiếng Nhật IV (hệ chuyển tiếp) – có thời lượng 9(0-18-0-18), có tính 3 tín chỉ, không được miễn học ở bất kỳ mức chứng chỉ nào, Học phần bắt buộc, định hướng kỹ thuật.
Học phần QT1132 – Tiếng Nhật V (hệ chuyển tiếp) – có thời lượng 9(0-18-0-18), không tính tín chỉ, không được miễn học ở bất kỳ mức chứng chỉ nào, Học phần định hướng kỹ thuật.
Các học phần QT0112, QT0122, QT1112, QT1122,QT1132 dành cho sinh viên học chuyển tiếp sang trường đối tác"
"918273","PHỤ LỤC 9 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo có ngoại ngữ chính là TIẾNG NHẬT","2. Danh mục các học phần tiếng Nhật với chương trình Hệ thống nhúng thông minh và IoT K64","Học phần JP1110 – Tiếng Nhật 1 – có thời lượng 5(0-10-0-10), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Nhật từ N5 trở lên, trình độ Mức 4.
Học phần JP1120 – Tiếng Nhật 2 – có thời lượng 5(0-10-0-10), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Nhật từ N4 trở lên, trình độ Mức 2.
Học phần JP1133 – Tiếng Nhật 3 – có thời lượng 3(0-6-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Nhật từ N3 trở lên, trình độ Mức 3.
Học phần JP2112 – Tiếng Nhật 4 – có thời lượng 3(0-6-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Nhật N3 trở lên, trình độ Mức 4.
Học phần JP2123 – Tiếng Nhật 5 – có thời lượng 4(0-8-0-8), có tính tín chỉ trong chương trình đào tạo, không được miễn học, Học phần bắt buộc, định hướng kỹ thuật.
Học phần JP2124 – Tiếng Nhật 6 – có thời lượng 4(0-8-0-8), có tính tín chỉ trong chương trình đào tạo, không được miễn học, Học phần bắt buộc, định hướng kỹ thuật.
Học phần JP2125 – Tiếng Nhật 7 – có thời lượng 3(0-6-0-6), có tính tín chỉ trong chương trình đào tạo, không được miễn học, Học phần bắt buộc, định hướng kỹ thuật."
"167294","PHỤ LỤC 9 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo có ngoại ngữ chính là TIẾNG NHẬT","3. Danh mục các học phần tiếng Nhật với chương trình Hệ thống nhúng thông minh và IoT từ K65","Học phần JP1111 – Tiếng Nhật 1 – có thời lượng 4(0-8-0-8), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Nhật từ N5 trở lên, trình độ Mức 4.
Học phần JP1121 – Tiếng Nhật 2 – có thời lượng 4(0-8-0-8), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Nhật từ N4 trở lên, trình độ Mức 2.
Học phần JP1134 – Tiếng Nhật 3 – có thời lượng 4(0-8-0-8), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Nhật từ N3 trở lên, trình độ Mức 3.
Học phần JP1144 – Tiếng Nhật 4 – có thời lượng 4(0-8-0-8), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Nhật N3 trở lên, trình độ Mức 4.
Học phần JP2123 – Tiếng Nhật 5 – có thời lượng 4(0-8-0-8), có tính tín chỉ trong chương trình đào tạo, không được miễn học, Học phần bắt buộc, định hướng kỹ thuật.
Học phần JP2124 – Tiếng Nhật 6 – có thời lượng 4(0-8-0-8), có tính tín chỉ trong chương trình đào tạo, không được miễn học, Học phần bắt buộc, định hướng kỹ thuật.
Học phần JP2125 – Tiếng Nhật 7 – có thời lượng 3(0-6-0-6), có tính tín chỉ trong chương trình đào tạo, không được miễn học, Học phần bắt buộc, định hướng kỹ thuật."
"830156","PHỤ LỤC 9 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo có ngoại ngữ chính là TIẾNG NHẬT","4. Danh mục các học phần tiếng Nhật với chương trình Công nghệ thông tin Việt Nhật từ K65","Học phần JP1110 – Tiếng Nhật 1 – có thời lượng 5(0-10-0-10), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Nhật từ N3 trở lên, trình độ Múc 1.
Học phần JP1120 – Tiếng Nhật 2 – có thời lượng 5(0-10-0-10), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Nhật từ N3 trở lên, trình độ Mức 2.
Học phần JP1132 – Tiếng Nhật 3 – có thời lượng 3(0-6-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Nhật từ N3 trở lên, trình độ Mức 3.
Học phần JP2111 – Tiếng Nhật 4 – có thời lượng 3(0-6-0-6), không tính tín chỉ trong chương trình đào tạo, được miễn học với trình độ tiếng Nhật từ N3 trở lên, trình đồ Mức 4.
Học phần JP2126 – Tiếng Nhật 5 – có thời lượng 2(0-4-0-4), có tính tín chỉ  trong chương trình đào tạo, Học phần bắt buộc, định hướng kỹ thuật.
Học phần JP2132 – Tiếng Nhật 6 – có thời lượng 2(0-4-0-4), có tính tín chỉ trong chương trình đào tạo, Học phần bắt buộc, định hướng kỹ thuật.
Học phần JP2210 – Tiếng Nhật 7 – có thời lượng 2(0-4-0-4), có tính tín chỉ trong chương trình đào tạo, Học phần bắt buộc, định hướng kỹ thuật.
Học phần JP2220 – Tiếng Nhật 8 – có thời lượng 1(0-2-0-2), có tính tín chỉ trong chương trình đào tạo, Học phần bắt buộc, định hướng kỹ thuật.
Học phần JP3110 – Tiếng Nhật chuyên ngành 1 – có thời lượng 2(0-4-0-4), có tính tín chỉ trong chương trình đào tạo, Học phần bắt buộc, định hướng kỹ thuật.
Học phần JP3120 – Tiếng Nhật chuyên ngành 2 – có thời lượng 2(0-4-0-4), có tính tín chỉ trong chương trình đào tạo, Học phần bắt buộc, định hướng kỹ thuật."
"279460","PHỤ LỤC 9 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo có ngoại ngữ chính là TIẾNG NHẬT","5. Yêu cầu chuẩn tiếng Nhật với các chương trình đào tạo sử dụng ngoại ngữ chính là tiếng Nhật","Sinh viên tích lũy từ 32 tín chỉ cần có chứng chỉ tiếng Nhật N4 hoặc hoàn thành các học phần tiếng Nhật ở Mức 1 và Mức 2 (Tiếng Nhật 1, Tiếng Nhật 2 và các tên học phần tương đương); riêng đối với chương trình Công nghệ thông tin Việt Nhật yêu cầu hoàn thành các học phần tiếng Nhật ở Mức 1 và Mức 2 (Tiếng Nhật 1, Tiếng Nhật 2 và các tên học phần tương đương).
Sinh viên tích lũy từ 64 tín chỉ cần có chứng chỉ tiếng Nhật N3 hoặc hoàn thành các học phần tiếng Nhật từ Mức 1 đến Mức 4 (Tiếng Nhật 1, Tiếng Nhật 2, Tiếng Nhật 3, Tiếng Nhật 4).
Điều kiện để được xét nhận đồ án hoặc khóa luận tốt nghiệp là có chứng chỉ tiếng Nhật N3 hoặc hoàn thành các học phần tiếng Nhật từ Mức 1 đến Mức 4 (Tiếng Nhật 1, Tiếng Nhật 2, Tiếng Nhật 3, Tiếng Nhật 4); riêng với chương trình Cơ điện tử (NUT), sinh viên cần có chứng chỉ tiếng Nhật N3 và hoàn thành các học phần tiếng Nhật Mức 3 và Mức 4 (Tiếng Nhật 3, Tiếng Nhật 4), hoặc hoàn thành toàn bộ các học phần tiếng Nhật từ Mức 1 đến Mức 4 (Tiếng Nhật 1, Tiếng Nhật 2, Tiếng Nhật 3, Tiếng Nhật 4).
Điều kiện để được xét tốt nghiệp là có chứng chỉ tiếng Nhật N3 hoặc hoàn thành các học phần tiếng Nhật từ Mức 1 đến Mức 4 (Tiếng Nhật 1, Tiếng Nhật 2, Tiếng Nhật 3, Tiếng Nhật 4); riêng với chương trình Cơ điện tử (NUT), sinh viên cần có chứng chỉ tiếng Nhật N3 và hoàn thành các học phần tiếng Nhật Mức 3 và Mức 4 (Tiếng Nhật 3, Tiếng Nhật 4), hoặc hoàn thành toàn bộ các học phần tiếng Nhật từ Mức 1 đến Mức 4 (Tiếng Nhật 1, Tiếng Nhật 2, Tiếng Nhật 3, Tiếng Nhật 4)."
"741038","PHỤ LỤC 9 Danh mục các học phần và chuẩn yêu cầu đối với các chương trình đào tạo có ngoại ngữ chính là TIẾNG NHẬT","6. Bảng quy đổi tương đương các chứng chỉ tiếng Nhật","Chứng chỉ tiếng Nhật JLPT N5 tương đương với trình độ A2 theo Khung năng lực ngoại ngữ CEFR-VN.
Chứng chỉ tiếng Nhật JLPT N4 tương đương với trình độ B1 theo Khung năng lực ngoại ngữ CEFR-VN.
Chứng chỉ tiếng Nhật JLPT N3 tương đương với trình độ B2 theo Khung năng lực ngoại ngữ CEFR-VN.
Chứng chỉ tiếng Nhật JLPT N2 tương đương với trình độ C1 theo Khung năng lực ngoại ngữ CEFR-VN.
Chứng chỉ tiếng Nhật JLPT N1 tương đương với trình độ C2 theo Khung năng lực ngoại ngữ CEFR-VN."
